id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
754,Rand Paul,0.6705,yes,1.0,Negative,1.0,None of the above,0.6364,,MickyFad,,0,,,They are trying to keep Rand Paul out of the debate like they did with his father. #GOPDebate #tcot #tlot http://t.co/cst2rRdnL7,,2015-08-07 09:48:28 -0700,629695614671015938,Philadelphia,
755,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,dare2dream82,,34,,,"RT @_HankRearden: Well, so much for Krauthammer's theory about the 'collapse of Trump' lol. #GOPDebate #Trump2016 http://t.co/xtMDUbZGnj",,2015-08-07 09:48:27 -0700,629695612506603520,United States,
756,Donald Trump,1.0,yes,1.0,Positive,0.6477,None of the above,1.0,,azblonde2015,,147,,,"RT @DanScavino: 2015 #GOPDebate Winner?
Time has @realDonaldTrump leading with 42%. 
#Trump2016 #MakeAmericaGreatAgain 🇺🇸 http://t.co/dOckS…",,2015-08-07 09:48:27 -0700,629695611768410112,,
757,Donald Trump,1.0,yes,1.0,Negative,1.0,Women's Issues (not abortion though),1.0,,SkyNebulaWmn,,0,,,@realDonaldTrump has issues with women 4 ex wives &amp; a daughter -Obama has 2 daughters 1 wife &amp; is Very Respectful #gopdebate #msnbc #cnn,,2015-08-07 09:48:27 -0700,629695609570787328,Michigan,Quito
758,No candidate mentioned,1.0,yes,1.0,Positive,0.653,None of the above,1.0,,gidgey,,0,,,"@tweetreachapp Of course. It'd be cool to see which users ranked highest for #GOPDebate tweets, too. After all, we're the tweeters.",,2015-08-07 09:48:25 -0700,629695603954454528,"Dana Point, CA",Pacific Time (US & Canada)
759,Rand Paul,1.0,yes,1.0,Positive,0.6629,None of the above,1.0,,ScorpionsPriest,,5,,,Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,,2015-08-07 09:48:25 -0700,629695602180407297,Massachusetts,Atlantic Time (Canada)
760,No candidate mentioned,1.0,yes,1.0,Neutral,0.6574,None of the above,0.3426,,summer0655,,1,,,RT @alexandraheuser: #FF WHOA (WEIRD format -Any1 know about this?) https://t.co/Np8CjQWYJi #GOPDebate #GOP #RNC @Reince @rushlimbaugh @kil…,,2015-08-07 09:48:24 -0700,629695597117865984,,
761,Ben Carson,1.0,yes,1.0,Negative,1.0,Racial issues,1.0,,activeeq,,960,,,"RT @JamilSmith: Ben Carson says that folks are trying to start a race war. Is he talking about #BlackLivesMatter, or folks like Dylann Roof…",,2015-08-07 09:48:22 -0700,629695591774183424,,Central Time (US & Canada)
762,No candidate mentioned,0.4123,yes,0.6421,Negative,0.6421,,0.2298,,mynette,,0,,,"Numbnuts! ""@FoxNews dedicated &lt; 2min of 2hr debate to Qs about ways black America has been under attack"" #GOPDebate http://t.co/TXMkGV9hIb",,2015-08-07 09:48:21 -0700,629695587710050304,"New York, NY",Eastern Time (US & Canada)
763,Marco Rubio,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,LucasEVieira,,0,,,"I was pretty impressed by Rubio, Kasich, and Cruz in the primetime debate last night. #GOPDebate",,2015-08-07 09:48:21 -0700,629695584337661952,"Santa Barbara, CA",Pacific Time (US & Canada)
764,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,mauritaniafrica,,0,,,"vicenews: Yes, there was a #GOPDebate last night but here's what happened at Canada's: http://t.co/jwUQeKDKjl http://t.co/jAOyjUTVF9",,2015-08-07 09:48:20 -0700,629695581473128449,U.S.A,Eastern Time (US & Canada)
765,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,PoloT_TreyG,,0,,,I'm still convinced that no amount of sage in the world could've extinguished the bad energy and negative vibes at the #GOPDebate last night,,2015-08-07 09:48:18 -0700,629695574086938624,"Tampa, FL- Miami, FL - Mars",Eastern Time (US & Canada)
766,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,dragonheart3746,,0,,,Bernie Sanders live-tweeted the #GOPDebate http://t.co/oz6UPiBXRp via @HuffPostPol,,2015-08-07 09:48:18 -0700,629695572937674752,,Eastern Time (US & Canada)
767,Donald Trump,1.0,yes,1.0,Neutral,0.3548,None of the above,0.6452,,JustinMurphy,,0,,,"Finally watched the #GOPDebate, freakin' hilarious. Kelly killed it, and Trump definitely got his showboat. Was there anyone else there?",,2015-08-07 09:48:18 -0700,629695572379873280,somewhere in my car,Eastern Time (US & Canada)
768,No candidate mentioned,1.0,yes,1.0,Neutral,0.6637,None of the above,0.6637,,Fore_not_four,,62,,,"RT @RedStateJake: Looking for a new candidate to support after last night's #GOPDebate?

http://t.co/p7HNjW98Fn

#Carly2016 #tcot #tlot htt…",,2015-08-07 09:48:18 -0700,629695571712966656,Home,Eastern Time (US & Canada)
769,No candidate mentioned,1.0,yes,1.0,Negative,0.6792,None of the above,1.0,,MrIanMacIntyre,,0,,,"Hands up if you would want to read a sequel to David Brock's ""The Republican Noise Machine"" covering the past 11 years. #GOPDebate",,2015-08-07 09:48:17 -0700,629695570974781441,"Toronto, Ontario",
770,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,EdMahmoud,,2,,,RT @stephenmengland: Just read @realDonaldTrump's early morning Twitter rants. . .there are reasons why it's not recommended to mix drugs a…,,2015-08-07 09:48:17 -0700,629695570911739904,Houston,Central Time (US & Canada)
771,No candidate mentioned,1.0,yes,1.0,Neutral,0.664,None of the above,0.6615,,ComedianMarcya,,0,,,"Interesting. If nobody had fact checked, would the candidates have returned the funds? #GOPDebate. #BlackLivesMatter https://t.co/ZIRtDzlklA",,2015-08-07 09:48:17 -0700,629695570702172160,"North Carolina, USA",Eastern Time (US & Canada)
772,No candidate mentioned,0.6607,yes,1.0,Positive,0.6607,None of the above,1.0,,GentlemanRascal,,56,,,"RT @AmandaWills: Personally, this was my favorite moment from last night. #GOPDebate http://t.co/AIvDiPqw5r",,2015-08-07 09:48:17 -0700,629695569255116801,Tennessee ,
773,No candidate mentioned,1.0,yes,1.0,Positive,0.6748,Religion,1.0,,gbeck048,,1245,,,"RT @Franklin_Graham: As you watch the #GOPDebate, pray for the future of this nation and that America would turn back to God. #PrayforAmeri…",,2015-08-07 09:48:16 -0700,629695566440607744,,
774,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,JimC146,,0,,,"I'm quite certain that the @realDonaldTrump is working for @HillaryClinton. It is his mission to get her elected.

#GOPDebate",,2015-08-07 09:48:16 -0700,629695563303247872,Ohio,Eastern Time (US & Canada)
775,Donald Trump,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,Koolmoe21,,1,,,RT @blondieforkeeps: @Koolmoe21 I want a #trump for president shirt!!! #GOPDebate,,2015-08-07 09:48:15 -0700,629695561801797633,Somewhere in Pennsylvania!,
776,Donald Trump,1.0,yes,1.0,Neutral,0.3671,None of the above,1.0,,MsLyriss,,34,,,"RT @larryelder: Trump SHOULD have said, ""If that's how you wish to begin, ask these gentlemen will THEY support ME when I win the nominatio…",,2015-08-07 09:48:15 -0700,629695559385915392,,Eastern Time (US & Canada)
777,Donald Trump,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,PozPatrol,,44,,,RT @rabite: The winner is clear: @realDonaldTrump #GOPDebate http://t.co/w2gxqowO4P,,2015-08-07 09:48:15 -0700,629695558853132288,Spergatory,Pacific Time (US & Canada)
778,Donald Trump,1.0,yes,1.0,Positive,0.6643,FOX News or Moderators,1.0,,dare2dream82,,3,,,RT @JaxT0520: Done with @FoxNews after last nights #GOPDebate @megynkelly showed her true colors but @realDonaldTrump shined! #Trump2016,,2015-08-07 09:48:15 -0700,629695558706270208,United States,
779,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,BlackPyrotoz,,1,,,RT @Pyrotoz: The #GOPDebate is like watching a bunch of chimps throw their own shit at each other.,,2015-08-07 09:48:14 -0700,629695557880184832,,
780,No candidate mentioned,0.4689,yes,0.6848,Negative,0.6848,None of the above,0.4689,,PibRm,,0,,,"My thoughts exactly.
#FrothyMixture
#GOPDebate 

http://t.co/xccj3HGJq8",,2015-08-07 09:48:13 -0700,629695553140600832,"New Jersey, USA",Pacific Time (US & Canada)
781,No candidate mentioned,1.0,yes,1.0,Negative,0.6539,Gun Control,1.0,,christine_d11,,2,,,Disappointed (not surprisingly) that the #GOPDebate didn't include talk about #gunviolence. This is unconscionable. http://t.co/FntnF5ZeNU,,2015-08-07 09:48:12 -0700,629695547348226048,,Eastern Time (US & Canada)
782,No candidate mentioned,0.4539,yes,0.6737,Negative,0.6737,Abortion,0.4539,,Notintheface1,,0,,,"The abortion portion of the #GOPDebate sure degenerated into one big ""Let Mommy Die"" Off, didn't it?",,2015-08-07 09:48:12 -0700,629695546387730432,,Central Time (US & Canada)
783,Ted Cruz,0.4204,yes,0.6484,Positive,0.3516,None of the above,0.4204,,TheVGBlog,,0,,,#GOPDebate: Ted Cruz’s Precious Daughters Steal The Show: There were certainly some “did they really just say ... http://t.co/jzlh4Lrzh4,,2015-08-07 09:48:11 -0700,629695544319852544,,Arizona
784,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,RawEthiopian,,0,,,#GOPDebate was a joke,,2015-08-07 09:48:11 -0700,629695543158157312,,
785,No candidate mentioned,1.0,yes,1.0,Negative,0.6591,FOX News or Moderators,1.0,,OlmueAnn,,0,,,"After that hilarious #GOPDebate I think the only real candidates are 
@HillaryClinton and @BernieSanders http://t.co/c6ulr4O8hE",,2015-08-07 09:48:11 -0700,629695542923292672,"Olmué, Chile",Santiago
786,Donald Trump,0.4205,yes,0.6484,Negative,0.6484,None of the above,0.4205,,norah_s,,3,,,RT @lesleyabravanel: My girl Hillary Clinton whips and nae naes like nobody's business. That's why Trump had to pay her to come to his wedd…,,2015-08-07 09:48:10 -0700,629695540477997057,"ÜT: 1.322264,103.790868",Eastern Time (US & Canada)
787,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,0.6667,,StrivingAlly,,3,,,"RT @Dreamweasel: FOX NEWS: ""Why is a smug, sexist asshole that people support bc he's a smug, sexist asshole acting like a smug, sexist ass…",,2015-08-07 09:48:07 -0700,629695526867374080,Australia,Sydney
788,No candidate mentioned,1.0,yes,1.0,Positive,0.6809,FOX News or Moderators,1.0,,nanaziegler,,10,,,RT @guypbenson: I predicted big ratings for Fox's #GOPDebate. I did not expect they'd be this big... http://t.co/IJseDrcUlZ,,2015-08-07 09:48:07 -0700,629695526787641344,PSL Florida,Quito
789,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,MissAustin15,,0,,,I couldn't help myself... Why GOP Candidates Need a Pageant Coach. #GOPDEBATE #BLOG http://t.co/wj05xZksA0 http://t.co/Jpxno0Jo5A,,2015-08-07 09:48:06 -0700,629695523302146049,Dallas,
790,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,EscapeVelo,,46,,,RT @k_mcq: Megyn Kelly is acting like an SJW repeating @PPact talking points &amp; taking insults against feminists personally. Waste of space!…,,2015-08-07 09:48:06 -0700,629695521859342336,Twitter,
791,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,matt_boyd_smith,,0,,,Absolutely terrifying. #Trump #GOPDebate http://t.co/m2leGhw8fJ,,2015-08-07 09:48:03 -0700,629695512074133504,Dirty Dirty,Eastern Time (US & Canada)
792,No candidate mentioned,0.4393,yes,0.6628,Negative,0.6628,None of the above,0.4393,,jediane9,,1,,,Ugh to think there were actually people sitting on their couch last night saying YES YES THIS IS REASONABLE. #GOPDebate,,2015-08-07 09:48:03 -0700,629695510857670656,"Golden Valley, MN",Central Time (US & Canada)
793,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,VirginiaMudPie,,147,,,RT @goldengateblond: Megyn Kelly better be careful with her tone or she'll be called the worst thing possible: a feminist. #GOPDebate,,2015-08-07 09:48:03 -0700,629695510849449984,,Central Time (US & Canada)
794,No candidate mentioned,0.4756,yes,0.6897,Positive,0.3448,FOX News or Moderators,0.4756,,LowInfoTweeter,,0,,,"@sallykohn @megynkelly Megyn you are now officially charted on the Moonbat Hit Parade.  
#MegynKelly #GOPDebate",,2015-08-07 09:48:03 -0700,629695508852805632,Northern Hemisphere - Earth,Eastern Time (US & Canada)
795,Rand Paul,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,borsato79,,0,,,Rand Paul came off as a little petty man with Napoleon complex. Blah #tcot #trump #GOPDebate  https://t.co/hzryAMnGsZ,,2015-08-07 09:48:02 -0700,629695507464589312,,
796,No candidate mentioned,0.4311,yes,0.6566,Negative,0.3333,,0.2255,,RedRoadRail,,5,,,"RT @ergeekgoddess: Yo #GOPDebate, I'm really happy for you, I'mma let you finish. But #JonStewart had one of the best TV shows of all time.…",,2015-08-07 09:48:02 -0700,629695504956309504,Missouri & Florida Wisconsin,Mountain Time (US & Canada)
797,John Kasich,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,chksb10,,0,,,Kasich making a better showing so far than I thought he would #GOPDebate,,2015-08-07 09:48:01 -0700,629695501399527424,"California, USA",
798,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,Foreign Policy,1.0,,PastorJEarl,,15,,,RT @ColinPClarke: Combating #ISIS big topic in #GOPDebate. Our analysis based on all insurgencies since WWII http://t.co/kpq07uPyrS http://…,,2015-08-07 09:48:01 -0700,629695501282119680,"Pineola, N.C.",
799,Mike Huckabee,0.6444,yes,1.0,Positive,1.0,None of the above,1.0,,YMcglaun,,3,,,RT @sarahbh319: @OneRationale I'm on the fence between Huckabee and Cruz. Honorable mention to Rubio. #GOPDebate,,2015-08-07 09:48:01 -0700,629695500007174145,,
800,Donald Trump,1.0,yes,1.0,Negative,0.3778,FOX News or Moderators,0.6222,,philgbear,,0,,,How dare @megynkelly ask @realDonaldTrump his history of being a male chauvinist! Do we expect our president to have integrity?! #GOPDebate,,2015-08-07 09:48:00 -0700,629695496899014657,"Boise, ID",
801,Donald Trump,0.4444,yes,0.6667,Negative,0.6667,Women's Issues (not abortion though),0.4444,,emmagracemoon,,13,,,"RT @clairechansen: Hey Trump, refraining calling women ""fat pigs"" and ""whores"" isn't being politically correct, it's being a decent human. …",,2015-08-07 09:48:00 -0700,629695495712014336,,
802,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Women's Issues (not abortion though),0.6765,,thesweetestnerd,,412,,,RT @JesseCox: This just in: women have less rights then babies. #GOPDebate,,2015-08-07 09:47:59 -0700,629695495271751682,,
803,No candidate mentioned,1.0,yes,1.0,Negative,0.6813,None of the above,1.0,,KarenHoy1,,3946,,,RT @AdamSmith_USA: democrats watching the #GOPDebate http://t.co/MuSUto1iRh,,2015-08-07 09:47:58 -0700,629695489819066368,Nanaimo,
804,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,msann43,,39,,,RT @NicoleT_E86: @megynkelly @FrankLuntz I used to like you but not anymore. You should read the tweets - you did an awful job tonight. #GO…,,2015-08-07 09:47:58 -0700,629695488510558209,"Louisiana, USA",Central Time (US & Canada)
805,Jeb Bush,0.4311,yes,0.6566,Positive,0.6566,None of the above,0.4311,,Paul_Lindsay,,0,,,Jeb Bush: a proven conservative record &amp; proven record of winning #gopdebate https://t.co/vN45Hf6YEM,,2015-08-07 09:47:57 -0700,629695486459424768,"Washington, DC",Eastern Time (US & Canada)
806,Donald Trump,0.6829,yes,1.0,Neutral,0.6829,None of the above,1.0,,SethBlanchard,,1,,,RT @samugranados: Robert Costa / David Weigel breaking down the #GOPdebate in this neat presentation by @Tan_Shelly  @SethBlanchard http://…,,2015-08-07 09:47:57 -0700,629695486170107904,Washington D.C.,Quito
807,No candidate mentioned,1.0,yes,1.0,Neutral,0.6395,None of the above,0.6977,,ChinkyKayla,,2,,,"RT @hwrudulph: Take a break from the #GOPDebate and reminisce with me on the awesome, groundbreaking badassery of #QueenLatifah. http://t.c…",,2015-08-07 09:47:57 -0700,629695486056771584,"Sacramento, CA",Alaska
808,Scott Walker,0.4689,yes,0.6848,Negative,0.6848,Abortion,0.4689,,elvislver56,,12,,,RT @TheBaxterBean: Scott Walker Forces Women To Carry Rapists’ Pregnancies &amp; Let Men Sue Over Abortion #GOPDebate http://t.co/yziVIpQAnx @B…,,2015-08-07 09:47:57 -0700,629695485884829696,"Garden Grove, Ca",
809,Donald Trump,1.0,yes,1.0,Negative,0.6848,Women's Issues (not abortion though),0.6848,,casey_salazar,,124,,,"RT @monaeltahawy: And was cheered! Shame, #GOPDebate: Trump responds to Megyn Kelly's questions on misogyny – with more misogyny http://t.c…",,2015-08-07 09:47:57 -0700,629695485805133824,,
810,No candidate mentioned,1.0,yes,1.0,Negative,0.6509,None of the above,1.0,,LWAYNECAMP,,0,,,The #GOPDebate in 6 seconds: https://t.co/8hZOwUufpo,,2015-08-07 09:47:57 -0700,629695485390024704,"Richmond, VA",Eastern Time (US & Canada)
811,Marco Rubio,1.0,yes,1.0,Neutral,0.6304,Jobs and Economy,0.7065,,Pasco4Bernie,,8,,,RT @TheBaxterBean: Marco Rubio Plans To Help Wall Street Profit Off College Students' Future Earnings http://t.co/KowXcW9IbC #GOPDebate htt…,,2015-08-07 09:47:57 -0700,629695485348069376,"Land O' Lakes, FL",Pacific Time (US & Canada)
812,Mike Huckabee,0.4265,yes,0.6531,Neutral,0.6531,None of the above,0.4265,,2ward4ward,,14,,,"RT @ShannonBream: The donor class feeds the political class, govt keeps getting bigger - says @GovMikeHuckabee #GOPdebate",,2015-08-07 09:47:56 -0700,629695482273476608,"California, USA",Pacific Time (US & Canada)
813,Ted Cruz,0.41600000000000004,yes,0.645,Positive,0.645,None of the above,0.41600000000000004,,nevagphx1,,2,,,"@CarlyFiorina Magnificent at the first #GOPDebate. I support Ted Cruz as POTUS, but would support you as running mate or POTUS. HONESTY!",,2015-08-07 09:47:56 -0700,629695482223157248,U.S.A. ,Arizona
814,Marco Rubio,0.4233,yes,0.6506,Negative,0.6506,None of the above,0.4233,,MainStreetWkly,,1,,,RT @einial: Did Rubio's ears get bigger during this debate? #GOPDebate,,2015-08-07 09:47:56 -0700,629695481619218432,Washington #TheDistrict D.C.,
815,John Kasich,0.684,yes,1.0,Neutral,0.653,None of the above,1.0,,FreedomJames7,,0,,,"Kasich/Williams 2016
#GOPDebate http://t.co/qdDoqyX0IP",,2015-08-07 09:47:56 -0700,629695481531207680,,
816,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,Azn_CyberSleuth,,0,,,The First #GOPDebate: Social Media Reaction and More http://t.co/sBvY8iiruF,,2015-08-07 09:47:56 -0700,629695481380257792,"Chicago, IL",Central Time (US & Canada)
817,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,Joey_Sterrett,,1,,,RT @murphttam: Miss the #GOPDebate last night? Don't fear! I've got you covered with a recap https://t.co/mdI4JzVabp,,2015-08-07 09:47:56 -0700,629695481359175680,"Philadelphia, PA",
818,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Abortion,1.0,,joehudsonsmall,,1,,,"""Would you really let a mother die, rather than have an abortion?""

Was seriously being asked of a presidential hopeful in 2015. #GOPdebate",,2015-08-07 09:47:55 -0700,629695477064310784,"Worcester/Manchester, UK",London
819,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,AnitaFinlay,,0,,,".@TajMagruder Say it with me, GOP: Bashing .@HillaryClinton is not a campaign platform! #GOPDebate",,2015-08-07 09:47:55 -0700,629695476573450241,,Pacific Time (US & Canada)
820,Donald Trump,0.435,yes,0.6596,Neutral,0.3404,None of the above,0.435,,califortrump,,20,,,RT @DanScavino: ICYMI: @realDonaldTrump on @Morning_Joe @morningmika discussing #GOPDebate #Trump2016 #MakeAmericaGreatAgain  https://t.co/…,,2015-08-07 09:47:55 -0700,629695476015607809,"Los Angeles, CA",
821,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,CblGuyChris,,0,,,@KyleBrandt in the #GOPDebate Fox made @megynkelly play the womens victim she wasn't professional. She was a raging B all night,,2015-08-07 09:47:54 -0700,629695474316873728,"beaverton, or",Pacific Time (US & Canada)
822,Donald Trump,0.4074,yes,0.6383,Negative,0.6383,,0.2309,,jennpozner,,0,,,"Early2000s: I did political theater w/""Billionaires for Bush (or Gore)"" re corruption of $ in politics. #GOPDebate Trump: ""I buy 'em all!""",,2015-08-07 09:47:54 -0700,629695474237374464,"Brooklyn, NY",Eastern Time (US & Canada)
823,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,Religion,1.0,,flo09432,,11,,,RT @realOBF: God is up next on the #GOPDebate ... http://t.co/tUdL2F7Zs1,,2015-08-07 09:47:52 -0700,629695466117029888,Boston,
824,No candidate mentioned,0.442,yes,0.6649,Neutral,0.6649,None of the above,0.442,,mhansle,,40,,,"RT @WStachelberg: Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/1mbeTsRSrI",,2015-08-07 09:47:52 -0700,629695464586129408,JAM →CAN →JPN,
825,No candidate mentioned,0.4444,yes,0.6667,Negative,0.6667,None of the above,0.2292,,Darediva1069,,271,,,RT @TinyMuslimah: Everybody wanna be a Jesus freak till it's time to feed the poor. #GOPDebate,,2015-08-07 09:47:52 -0700,629695462203899904,The Cosmos,
826,No candidate mentioned,0.4123,yes,0.6421,Negative,0.3263,None of the above,0.4123,,WintermuteNight,,10,,,RT @johneberkowitz: This sums up the #GOPDebate perfectly. http://t.co/d6p2W69Ea5,,2015-08-07 09:47:50 -0700,629695457091002368,Sol-3,Central Time (US & Canada)
827,Donald Trump,1.0,yes,1.0,Negative,0.6556,None of the above,1.0,,1walshcRc,,69,,,RT @BBCJonSopel: Listening to Donald #Trump2016 you get impression he could start a fight in an empty room #GOPDebate,,2015-08-07 09:47:50 -0700,629695456608669696,Leicester,London
828,Donald Trump,0.6489,yes,1.0,Negative,1.0,None of the above,1.0,,GaryLaprell,,2,,,"RT @TheFriddle: I miss the days when conservatives wanted a @GOP Presidential candidate who was, you know, a conservative... #Trump #GOPDeb…",,2015-08-07 09:47:50 -0700,629695454922477568,"Colorado, USA",
829,Chris Christie,0.4218,yes,0.6495,Neutral,0.6495,None of the above,0.4218,,Zemrag7,,0,,,Heard clip from #GopDebate about #NSA w/ #Christie &amp; #Paul . #Christie supports #NSA past actions.So he agrees w/#Obama &amp; #Democrats right?,,2015-08-07 09:47:50 -0700,629695453995491328,#MichiAna  #Oklahoma #Kansas,Eastern Time (US & Canada)
830,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,0.6999,,EscapeVelo,,40,,,"RT @Tombx7M: Will someone please tell Megyn it's not about her.
#kellyfile #GOPDebate",,2015-08-07 09:47:49 -0700,629695452670070784,Twitter,
831,No candidate mentioned,1.0,yes,1.0,Neutral,0.6696,None of the above,1.0,,TwoSeamGripe,,0,,,"""But what about the next 10 words?"" - @Pres_Bartlet #GOPDebate",,2015-08-07 09:47:49 -0700,629695450849918976,"Washington, DC",Pacific Time (US & Canada)
832,No candidate mentioned,1.0,yes,1.0,Neutral,0.6941,None of the above,1.0,,maddarilke,,0,,,THIS. #GOPDebate #GOPClownCar  https://t.co/ED40f1ZIFY,,2015-08-07 09:47:48 -0700,629695446789681152,Miami,Eastern Time (US & Canada)
833,No candidate mentioned,1.0,yes,1.0,Positive,0.6785,FOX News or Moderators,1.0,,ANDIkNOCKed,,0,,,I hate that I missed the #GOPDebate last night but these @FoxNews high lights are on point. 🐘🇺🇸,,2015-08-07 09:47:47 -0700,629695443904016384,"Salt Lake City, Utah",Quito
834,Chris Christie,1.0,yes,1.0,Negative,0.6662,None of the above,1.0,,drewbaxta,,0,,,Fuck it last one and I'm done #GOPDebate #ChrisChristie http://t.co/QAmUqbetDc,,2015-08-07 09:47:46 -0700,629695438522691584,"Los Angeles, CA ",Pacific Time (US & Canada)
835,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,ChristenDellett,,7,,,"RT @brian_mcgill: Fantastic statistical breakdown of the #GOPdebate from @randyyeip, @stuartathompson last night.http://t.co/dbGL8GdFPb htt…",,2015-08-07 09:47:45 -0700,629695435611967492,South,Central Time (US & Canada)
836,Donald Trump,0.6859999999999999,yes,1.0,Negative,0.6279,Women's Issues (not abortion though),0.6859999999999999,,EscapeVelo,,43,,,"RT @k_mcq: Megyn Kelly on Trump: “He can’t just keep just going after everyone attacks him!” Yes, he can, Ms. ""I’m Offended!"" Feminist. #GO…",,2015-08-07 09:47:44 -0700,629695430511595521,Twitter,
837,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,kiley481,,0,,,beeteedubs.  If you have to play 'Lesser-of-17-Evils' with your party ... perhaps you need a new party.  #p2 #tcot #GOPDebate,,2015-08-07 09:47:44 -0700,629695429467316224,"Washington, DC",
838,No candidate mentioned,1.0,yes,1.0,Positive,0.65,None of the above,1.0,,AlexisinNH,,4,,,"Two debates, one winner: Carly http://t.co/piewA1JCcc #Carly2016 #GOPDebate",,2015-08-07 09:47:42 -0700,629695424333524993,Live Free Or Die,Eastern Time (US & Canada)
839,John Kasich,1.0,yes,1.0,Negative,0.6624,None of the above,1.0,,KarenCrow6,,1,,,"RT @FreedomJames7: John Kasich Is A RINO.
#GOPDebate",,2015-08-07 09:47:42 -0700,629695422164905984,,
840,Donald Trump,0.6686,yes,1.0,Neutral,0.6336,None of the above,1.0,,jorgebetny,,1,,,RT @LeticiaEstrada: Did anyone see this last night #gopdebate #trump https://t.co/aU20dYdoWh,,2015-08-07 09:47:42 -0700,629695420592201728,New York!!!,Eastern Time (US & Canada)
841,Mike Huckabee,0.3974,yes,0.6304,Neutral,0.6304,,0.233,,ChalkArtist,,4,,,RT @alicetweet: Coming up: @govmikehuckabee on @FoxBusiness re: #GOPDebate http://t.co/jSLiarDFCO,,2015-08-07 09:47:42 -0700,629695420462010368,"Ottumwa, Iowa",Central Time (US & Canada)
842,No candidate mentioned,1.0,yes,1.0,Negative,0.6631,None of the above,0.6471,,SierraCarson,,131,,,RT @Number10cat: I'm just glad there isn't a swimsuit round #GOPDebate http://t.co/tiTzlo93OF,,2015-08-07 09:47:41 -0700,629695419036139520,Fayettechill/ 'Homa,Eastern Time (US & Canada)
843,No candidate mentioned,0.449,yes,0.6701,Negative,0.6701,FOX News or Moderators,0.449,,GodsDontExist,,0,,,#Petition: Exclude Megyn Kelly As A Host From Future Fox News Debates: https://t.co/DxnjJUXeLe (@change) #GOPDebate #debate #MegynKelly #GOP,,2015-08-07 09:47:41 -0700,629695418872430592,"PDX, Oregon ☂  ",Pacific Time (US & Canada)
844,No candidate mentioned,0.4444,yes,0.6667,Negative,0.6667,None of the above,0.4444,,AlasdairDenvil,,0,,,"Why can't our debates be more like the Founding Fathers?

http://t.co/01KulhlXSK

#GOPDebate
#LNYHBT #TLOT #TCOT #P2",,2015-08-07 09:47:41 -0700,629695417207402496,,
845,Donald Trump,0.6277,yes,1.0,Neutral,0.6809,None of the above,1.0,,edjschenk,,0,,,@TheRightScoop well @FrankLuntz focus group certainly doesn't match today's #GOPDebate polls,,2015-08-07 09:47:39 -0700,629695407849873408,Twinsburg OH,Eastern Time (US & Canada)
846,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,0.6667,,NoChillAlexis,,15,,,"RT @docrocktex26: This is who wants to ""lead"" your country. This is who wants to make decisions on your behalf. This was their opening case…",,2015-08-07 09:47:39 -0700,629695407686316032,Chicago ✈️ Trampa Flawdaaaa ,Eastern Time (US & Canada)
